,Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,year,City_Name,Crime_Description,Population,Crime Rate
30292,30294,17-06-2023 10:00,06-16-2023 05:00,16-06-2023 19:56,1,512,13,39,M,4,Other Crime,11,Yes,06-07-2023 10:00,2023,Ahmedabad,KIDNAPPING,8854444,20.5
30293,30295,17-06-2023 12:00,06-16-2023 06:00,16-06-2023 09:27,4,180,8,45,F,5,Fire Accident,17,No,,2023,Chennai,FIREARM OFFENSE,12053697,20.7
30294,30296,16-06-2023 10:00,06-16-2023 07:00,16-06-2023 10:43,5,291,4,46,F,3,Other Crime,10,No,,2023,Delhi,CYBERCRIME,33807403,16.0
30295,30297,16-06-2023 14:00,06-16-2023 08:00,16-06-2023 13:28,8,416,12,36,F,3,Other Crime,9,Yes,10-09-2023 14:00,2023,Hyderabad,ILLEGAL POSSESSION,11068877,26.0
30296,30298,17-06-2023 15:00,06-16-2023 09:00,17-06-2023 01:27,8,362,6,74,M,4,Other Crime,2,Yes,29-08-2023 15:00,2023,Hyderabad,DRUG OFFENSE,11068877,26.0
30297,30299,18-06-2023 14:00,06-16-2023 10:00,17-06-2023 05:01,4,297,12,60,F,4,Other Crime,15,No,,2023,Chennai,ILLEGAL POSSESSION,12053697,20.7
30298,30300,18-06-2023 19:00,06-16-2023 11:00,17-06-2023 01:34,13,149,15,41,M,3,Violent Crime,2,No,,2023,Kolkata,ROBBERY,155707786,1.6
30299,30301,18-06-2023 15:00,06-16-2023 12:00,16-06-2023 18:21,25,405,4,50,M,3,Other Crime,15,Yes,04-07-2023 15:00,2023,Thane,CYBERCRIME,1261517,56.0
30300,30302,16-06-2023 23:00,06-16-2023 13:00,17-06-2023 06:52,1,263,20,57,F,1,Violent Crime,13,Yes,12-08-2023 23:00,2023,Ahmedabad,VEHICLE - STOLEN,8854444,20.5
30301,30303,18-06-2023 15:00,06-16-2023 14:00,16-06-2023 20:52,5,148,6,38,M,0,Other Crime,19,Yes,08-08-2023 15:00,2023,Delhi,DRUG OFFENSE,33807403,16.0
30302,30304,17-06-2023 00:00,06-16-2023 15:00,17-06-2023 13:03,2,219,15,43,F,2,Violent Crime,18,No,,2023,Bangalore,ROBBERY,14008262,25.6
30303,30305,17-06-2023 04:00,06-16-2023 16:00,17-06-2023 03:23,13,226,19,62,M,6,Other Crime,16,Yes,05-08-2023 04:00,2023,Kolkata,VANDALISM,155707786,1.6
30304,30306,16-06-2023 23:00,06-16-2023 17:00,16-06-2023 18:49,17,173,10,22,F,6,Other Crime,18,No,,2023,Mumbai,HOMICIDE,21673149,20.4
30305,30307,17-06-2023 02:00,06-16-2023 18:00,17-06-2023 12:42,5,438,3,51,M,2,Other Crime,4,No,,2023,Delhi,COUNTERFEITING,33807403,16.0
30306,30308,18-06-2023 11:00,06-16-2023 19:00,17-06-2023 01:01,5,281,5,67,F,5,Violent Crime,3,Yes,18-08-2023 11:00,2023,Delhi,DOMESTIC VIOLENCE,33807403,16.0
30307,30309,19-06-2023 08:00,06-16-2023 20:00,16-06-2023 23:45,17,526,8,66,M,4,Fire Accident,12,No,,2023,Mumbai,FIREARM OFFENSE,21673149,20.4
30308,30310,17-06-2023 03:00,06-16-2023 21:00,16-06-2023 21:07,1,467,4,28,F,0,Other Crime,11,No,,2023,Ahmedabad,CYBERCRIME,8854444,20.5
30309,30311,18-06-2023 21:00,06-16-2023 22:00,17-06-2023 04:24,8,454,16,29,F,1,Violent Crime,7,No,,2023,Hyderabad,SEXUAL ASSAULT,11068877,26.0
30310,30312,17-06-2023 12:00,06-16-2023 23:00,17-06-2023 16:22,25,493,1,33,F,2,Violent Crime,18,No,,2023,Thane,ASSAULT,1261517,56.0
30311,30313,18-06-2023 05:00,06-17-2023 00:00,17-06-2023 21:18,2,565,4,64,F,5,Other Crime,9,Yes,29-07-2023 05:00,2023,Bangalore,CYBERCRIME,14008262,25.6
30312,30314,19-06-2023 05:00,06-17-2023 01:00,17-06-2023 21:23,24,549,16,43,F,1,Violent Crime,6,No,,2023,Surat,SEXUAL ASSAULT,8330528,13.3
30313,30315,17-06-2023 16:00,06-17-2023 02:00,17-06-2023 09:54,2,446,11,20,F,0,Violent Crime,4,No,,2023,Bangalore,IDENTITY THEFT,14008262,25.6
30314,30316,18-06-2023 02:00,06-17-2023 03:00,17-06-2023 13:25,25,472,7,11,M,6,Other Crime,6,No,,2023,Thane,EXTORTION,1261517,56.0
30315,30317,19-06-2023 05:00,06-17-2023 04:00,17-06-2023 12:59,1,215,12,60,M,5,Other Crime,17,Yes,20-07-2023 05:00,2023,Ahmedabad,ILLEGAL POSSESSION,8854444,20.5
30316,30318,17-06-2023 11:00,06-17-2023 05:00,18-06-2023 01:57,19,354,16,36,F,1,Violent Crime,7,No,,2023,Nashik,SEXUAL ASSAULT,2294299,16.0
30317,30319,18-06-2023 13:00,06-17-2023 06:00,17-06-2023 22:30,15,415,1,38,F,0,Violent Crime,7,No,,2023,Ludhiana,ASSAULT,1988438,38.3
30318,30320,20-06-2023 06:00,06-17-2023 07:00,18-06-2023 04:18,1,219,14,13,F,5,Other Crime,7,Yes,09-07-2023 06:00,2023,Ahmedabad,PUBLIC INTOXICATION,8854444,20.5
30319,30321,18-06-2023 18:00,06-17-2023 08:00,18-06-2023 03:32,2,303,7,38,F,6,Other Crime,7,No,,2023,Bangalore,EXTORTION,14008262,25.6
30320,30322,18-06-2023 03:00,06-17-2023 09:00,18-06-2023 05:52,13,467,6,68,F,5,Other Crime,17,No,,2023,Kolkata,DRUG OFFENSE,155707786,1.6
30321,30323,17-06-2023 17:00,06-17-2023 10:00,18-06-2023 07:17,2,216,18,76,F,0,Traffic Fatality,9,Yes,20-06-2023 17:00,2023,Bangalore,TRAFFIC VIOLATION,14008262,25.6
30322,30324,17-06-2023 15:00,06-17-2023 11:00,18-06-2023 10:51,7,260,3,75,M,0,Other Crime,10,No,,2023,Ghaziabad,COUNTERFEITING,1055190,66.7
30323,30325,19-06-2023 18:00,06-17-2023 12:00,18-06-2023 04:12,2,417,0,60,F,2,Fire Accident,13,No,,2023,Bangalore,ARSON,14008262,25.6
30324,30326,17-06-2023 19:00,06-17-2023 13:00,17-06-2023 20:27,5,532,16,57,F,4,Violent Crime,19,Yes,26-04-2024 19:00,2023,Delhi,SEXUAL ASSAULT,33807403,16.0
30325,30327,20-06-2023 06:00,06-17-2023 14:00,18-06-2023 12:35,2,378,3,59,F,4,Other Crime,1,No,,2023,Bangalore,COUNTERFEITING,14008262,25.6
30326,30328,17-06-2023 16:00,06-17-2023 15:00,18-06-2023 00:36,10,403,11,75,F,1,Violent Crime,9,No,,2023,Jaipur,IDENTITY THEFT,4308510,34.3
30327,30329,18-06-2023 09:00,06-17-2023 16:00,18-06-2023 15:56,21,381,15,58,M,3,Violent Crime,5,No,,2023,Pune,ROBBERY,7345848,30.1
30328,30330,19-06-2023 04:00,06-17-2023 17:00,18-06-2023 02:52,14,338,5,76,F,3,Violent Crime,8,No,,2023,Lucknow,DOMESTIC VIOLENCE,4038214,36.1
30329,30331,17-06-2023 23:00,06-17-2023 18:00,17-06-2023 21:14,13,114,16,18,M,3,Violent Crime,4,No,,2023,Kolkata,SEXUAL ASSAULT,155707786,1.6
30330,30332,19-06-2023 03:00,06-17-2023 19:00,17-06-2023 20:51,1,521,17,37,F,2,Other Crime,10,No,,2023,Ahmedabad,SHOPLIFTING,8854444,20.5
30331,30333,19-06-2023 13:00,06-17-2023 20:00,18-06-2023 11:55,10,165,11,35,M,3,Violent Crime,12,No,,2023,Jaipur,IDENTITY THEFT,4308510,34.3
30332,30334,18-06-2023 04:00,06-17-2023 21:00,18-06-2023 03:16,21,111,2,54,F,5,Other Crime,12,No,,2023,Pune,BURGLARY,7345848,30.1
30333,30335,19-06-2023 22:00,06-17-2023 22:00,17-06-2023 23:54,12,512,16,29,F,4,Violent Crime,4,No,,2023,Kanpur,SEXUAL ASSAULT,3289142,33.8
30334,30336,18-06-2023 03:00,06-17-2023 23:00,18-06-2023 14:41,2,224,2,17,F,1,Other Crime,16,No,,2023,Bangalore,BURGLARY,14008262,25.6
30335,30337,18-06-2023 16:00,06-18-2023 00:00,18-06-2023 10:19,4,147,6,27,F,4,Other Crime,8,Yes,12-09-2023 16:00,2023,Chennai,DRUG OFFENSE,12053697,20.7
30336,30338,18-06-2023 23:00,06-18-2023 01:00,18-06-2023 15:50,10,563,9,33,M,6,Other Crime,13,Yes,21-07-2023 23:00,2023,Jaipur,FRAUD,4308510,34.3
30337,30339,18-06-2023 11:00,06-18-2023 02:00,18-06-2023 03:56,8,417,18,73,F,1,Traffic Fatality,8,No,,2023,Hyderabad,TRAFFIC VIOLATION,11068877,26.0
30338,30340,18-06-2023 22:00,06-18-2023 03:00,18-06-2023 11:54,10,414,2,23,M,1,Other Crime,7,Yes,03-09-2023 22:00,2023,Jaipur,BURGLARY,4308510,34.3
30339,30341,20-06-2023 04:00,06-18-2023 04:00,18-06-2023 12:25,14,129,9,48,F,5,Other Crime,16,Yes,10-09-2023 04:00,2023,Lucknow,FRAUD,4038214,36.1
30340,30342,20-06-2023 13:00,06-18-2023 05:00,18-06-2023 22:27,6,348,5,50,F,5,Violent Crime,6,Yes,27-06-2023 13:00,2023,Faridabad,DOMESTIC VIOLENCE,1220229,29.0
30341,30343,18-06-2023 23:00,06-18-2023 06:00,18-06-2023 18:40,10,534,2,60,F,0,Other Crime,15,Yes,29-08-2023 23:00,2023,Jaipur,BURGLARY,4308510,34.3
30342,30344,19-06-2023 10:00,06-18-2023 07:00,18-06-2023 16:25,3,144,18,28,M,6,Traffic Fatality,2,Yes,29-06-2023 10:00,2023,Bhopal,TRAFFIC VIOLATION,2624865,26.3
30343,30345,20-06-2023 14:00,06-18-2023 08:00,18-06-2023 17:37,21,354,4,29,M,4,Other Crime,9,No,,2023,Pune,CYBERCRIME,7345848,30.1
30344,30346,19-06-2023 08:00,06-18-2023 09:00,19-06-2023 08:13,21,480,15,79,F,0,Violent Crime,2,No,,2023,Pune,ROBBERY,7345848,30.1
30345,30347,19-06-2023 00:00,06-18-2023 10:00,18-06-2023 22:17,9,517,15,36,F,3,Violent Crime,16,Yes,14-12-2023 00:00,2023,Indore,ROBBERY,3393380,20.6
30346,30348,21-06-2023 03:00,06-18-2023 11:00,19-06-2023 07:57,21,420,20,72,F,3,Violent Crime,9,No,,2023,Pune,VEHICLE - STOLEN,7345848,30.1
30347,30349,18-06-2023 22:00,06-18-2023 12:00,19-06-2023 08:41,17,127,18,30,M,0,Traffic Fatality,6,Yes,29-06-2023 22:00,2023,Mumbai,TRAFFIC VIOLATION,21673149,20.4
30348,30350,19-06-2023 11:00,06-18-2023 13:00,18-06-2023 16:33,6,292,18,68,M,1,Traffic Fatality,9,Yes,17-07-2023 11:00,2023,Faridabad,TRAFFIC VIOLATION,1220229,29.0
30349,30351,21-06-2023 08:00,06-18-2023 14:00,19-06-2023 05:07,17,403,17,44,F,3,Other Crime,6,Yes,09-08-2023 08:00,2023,Mumbai,SHOPLIFTING,21673149,20.4
30350,30352,21-06-2023 11:00,06-18-2023 15:00,18-06-2023 20:46,15,581,16,49,F,2,Violent Crime,5,No,,2023,Ludhiana,SEXUAL ASSAULT,1988438,38.3
30351,30353,19-06-2023 06:00,06-18-2023 16:00,18-06-2023 16:07,8,125,8,79,F,3,Fire Accident,12,Yes,30-08-2023 06:00,2023,Hyderabad,FIREARM OFFENSE,11068877,26.0
30352,30354,19-06-2023 09:00,06-18-2023 17:00,19-06-2023 14:32,8,113,4,54,F,2,Other Crime,7,Yes,21-07-2023 09:00,2023,Hyderabad,CYBERCRIME,11068877,26.0
30353,30355,21-06-2023 16:00,06-18-2023 18:00,18-06-2023 20:48,9,220,11,10,F,1,Violent Crime,19,Yes,13-07-2023 16:00,2023,Indore,IDENTITY THEFT,3393380,20.6
30354,30356,20-06-2023 19:00,06-18-2023 19:00,19-06-2023 18:48,17,515,7,54,F,0,Other Crime,1,Yes,03-09-2023 19:00,2023,Mumbai,EXTORTION,21673149,20.4
30355,30357,21-06-2023 17:00,06-18-2023 20:00,18-06-2023 23:19,5,543,18,16,F,0,Traffic Fatality,4,Yes,12-07-2023 17:00,2023,Delhi,TRAFFIC VIOLATION,33807403,16.0
30356,30358,19-06-2023 06:00,06-18-2023 21:00,19-06-2023 12:39,17,387,7,71,F,0,Other Crime,12,No,,2023,Mumbai,EXTORTION,21673149,20.4
30357,30359,20-06-2023 09:00,06-18-2023 22:00,19-06-2023 16:59,5,255,17,61,F,3,Other Crime,8,Yes,07-09-2023 09:00,2023,Delhi,SHOPLIFTING,33807403,16.0
30358,30360,21-06-2023 07:00,06-18-2023 23:00,19-06-2023 16:27,5,365,5,16,F,6,Violent Crime,5,No,,2023,Delhi,DOMESTIC VIOLENCE,33807403,16.0
30359,30361,19-06-2023 01:00,06-19-2023 00:00,19-06-2023 05:17,4,598,1,44,M,3,Violent Crime,9,Yes,01-09-2023 01:00,2023,Chennai,ASSAULT,12053697,20.7
30360,30362,20-06-2023 02:00,06-19-2023 01:00,19-06-2023 09:49,25,260,5,29,F,0,Violent Crime,5,Yes,17-09-2023 02:00,2023,Thane,DOMESTIC VIOLENCE,1261517,56.0
30361,30363,20-06-2023 03:00,06-19-2023 02:00,19-06-2023 19:03,7,295,16,61,F,0,Violent Crime,5,Yes,22-01-2024 03:00,2023,Ghaziabad,SEXUAL ASSAULT,1055190,66.7
30362,30364,20-06-2023 23:00,06-19-2023 03:00,19-06-2023 13:40,1,581,4,63,F,3,Other Crime,13,Yes,07-07-2023 23:00,2023,Ahmedabad,CYBERCRIME,8854444,20.5
30363,30365,22-06-2023 02:00,06-19-2023 04:00,19-06-2023 13:55,1,159,10,39,F,1,Other Crime,13,No,,2023,Ahmedabad,HOMICIDE,8854444,20.5
30364,30366,21-06-2023 12:00,06-19-2023 05:00,19-06-2023 19:45,1,582,5,74,F,5,Violent Crime,16,Yes,03-08-2023 12:00,2023,Ahmedabad,DOMESTIC VIOLENCE,8854444,20.5
30365,30367,21-06-2023 06:00,06-19-2023 06:00,19-06-2023 19:21,4,264,19,35,M,2,Other Crime,16,Yes,27-07-2023 06:00,2023,Chennai,VANDALISM,12053697,20.7
30366,30368,20-06-2023 00:00,06-19-2023 07:00,20-06-2023 00:33,13,570,2,50,F,6,Other Crime,4,Yes,14-09-2023 00:00,2023,Kolkata,BURGLARY,155707786,1.6
30367,30369,20-06-2023 00:00,06-19-2023 08:00,20-06-2023 00:36,2,530,11,41,F,6,Violent Crime,5,Yes,03-08-2023 00:00,2023,Bangalore,IDENTITY THEFT,14008262,25.6
30368,30370,19-06-2023 21:00,06-19-2023 09:00,19-06-2023 13:01,24,428,6,78,M,6,Other Crime,6,Yes,22-07-2023 21:00,2023,Surat,DRUG OFFENSE,8330528,13.3
30369,30371,20-06-2023 19:00,06-19-2023 10:00,19-06-2023 21:12,1,351,15,41,F,4,Violent Crime,4,No,,2023,Ahmedabad,ROBBERY,8854444,20.5
30370,30372,22-06-2023 07:00,06-19-2023 11:00,20-06-2023 05:48,17,122,6,13,F,4,Other Crime,12,No,,2023,Mumbai,DRUG OFFENSE,21673149,20.4
30371,30373,22-06-2023 01:00,06-19-2023 12:00,20-06-2023 06:58,4,464,17,37,M,3,Other Crime,2,No,,2023,Chennai,SHOPLIFTING,12053697,20.7
30372,30374,20-06-2023 09:00,06-19-2023 13:00,20-06-2023 00:26,17,559,12,46,F,1,Other Crime,9,Yes,08-07-2023 09:00,2023,Mumbai,ILLEGAL POSSESSION,21673149,20.4
30373,30375,20-06-2023 11:00,06-19-2023 14:00,19-06-2023 18:33,18,594,18,31,F,1,Traffic Fatality,3,No,,2023,Nagpur,TRAFFIC VIOLATION,3106340,33.9
30374,30376,22-06-2023 09:00,06-19-2023 15:00,19-06-2023 23:22,18,330,2,61,F,4,Other Crime,11,No,,2023,Nagpur,BURGLARY,3106340,33.9
30375,30377,21-06-2023 18:00,06-19-2023 16:00,20-06-2023 05:34,3,374,11,23,M,2,Violent Crime,10,No,,2023,Bhopal,IDENTITY THEFT,2624865,26.3
30376,30378,21-06-2023 08:00,06-19-2023 17:00,19-06-2023 23:19,5,111,19,18,M,6,Other Crime,5,Yes,05-07-2023 08:00,2023,Delhi,VANDALISM,33807403,16.0
30377,30379,22-06-2023 15:00,06-19-2023 18:00,19-06-2023 21:16,13,395,17,48,F,1,Other Crime,14,Yes,31-07-2023 15:00,2023,Kolkata,SHOPLIFTING,155707786,1.6
30378,30380,21-06-2023 09:00,06-19-2023 19:00,20-06-2023 12:54,28,464,11,16,M,1,Violent Crime,11,No,,2023,Visakhapatnam,IDENTITY THEFT,2385110,30.5
30379,30381,22-06-2023 12:00,06-19-2023 20:00,20-06-2023 02:11,21,586,11,73,F,3,Violent Crime,8,Yes,13-09-2023 12:00,2023,Pune,IDENTITY THEFT,7345848,30.1
30380,30382,20-06-2023 05:00,06-19-2023 21:00,20-06-2023 17:19,9,466,5,74,M,0,Violent Crime,11,Yes,24-08-2023 05:00,2023,Indore,DOMESTIC VIOLENCE,3393380,20.6
30381,30383,21-06-2023 18:00,06-19-2023 22:00,20-06-2023 06:00,16,476,12,67,F,1,Other Crime,13,Yes,10-09-2023 18:00,2023,Meerut,ILLEGAL POSSESSION,1835403,21.5
30382,30384,21-06-2023 22:00,06-19-2023 23:00,20-06-2023 01:27,5,207,12,31,F,4,Other Crime,7,No,,2023,Delhi,ILLEGAL POSSESSION,33807403,16.0
30383,30385,20-06-2023 05:00,06-20-2023 00:00,20-06-2023 21:28,3,434,5,51,M,6,Violent Crime,1,No,,2023,Bhopal,DOMESTIC VIOLENCE,2624865,26.3
30384,30386,22-06-2023 08:00,06-20-2023 01:00,20-06-2023 13:26,4,428,8,35,M,0,Fire Accident,19,No,,2023,Chennai,FIREARM OFFENSE,12053697,20.7
30385,30387,21-06-2023 05:00,06-20-2023 02:00,20-06-2023 16:09,18,147,18,50,F,4,Traffic Fatality,15,No,,2023,Nagpur,TRAFFIC VIOLATION,3106340,33.9
30386,30388,20-06-2023 06:00,06-20-2023 03:00,20-06-2023 12:13,26,180,3,75,F,4,Other Crime,19,Yes,29-06-2023 06:00,2023,Varanasi,COUNTERFEITING,1789047,19.8
30387,30389,22-06-2023 23:00,06-20-2023 04:00,20-06-2023 16:54,8,176,0,33,F,1,Fire Accident,17,No,,2023,Hyderabad,ARSON,11068877,26.0
30388,30390,22-06-2023 13:00,06-20-2023 05:00,21-06-2023 02:52,5,495,18,10,M,1,Traffic Fatality,2,No,,2023,Delhi,TRAFFIC VIOLATION,33807403,16.0
30389,30391,22-06-2023 03:00,06-20-2023 06:00,20-06-2023 20:08,2,253,6,73,F,6,Other Crime,12,Yes,30-08-2023 03:00,2023,Bangalore,DRUG OFFENSE,14008262,25.6
30390,30392,21-06-2023 10:00,06-20-2023 07:00,21-06-2023 03:10,10,412,3,27,F,5,Other Crime,3,Yes,25-07-2023 10:00,2023,Jaipur,COUNTERFEITING,4308510,34.3
30391,30393,21-06-2023 16:00,06-20-2023 08:00,21-06-2023 03:59,18,528,17,44,F,1,Other Crime,16,Yes,22-07-2023 16:00,2023,Nagpur,SHOPLIFTING,3106340,33.9
30392,30394,21-06-2023 20:00,06-20-2023 09:00,20-06-2023 11:45,8,337,12,33,M,2,Other Crime,17,Yes,28-08-2023 20:00,2023,Hyderabad,ILLEGAL POSSESSION,11068877,26.0
30393,30395,23-06-2023 07:00,06-20-2023 10:00,21-06-2023 03:19,12,231,6,10,F,4,Other Crime,6,No,,2023,Kanpur,DRUG OFFENSE,3289142,33.8
30394,30396,22-06-2023 05:00,06-20-2023 11:00,21-06-2023 08:40,8,231,8,54,M,0,Fire Accident,8,No,,2023,Hyderabad,FIREARM OFFENSE,11068877,26.0
30395,30397,21-06-2023 15:00,06-20-2023 12:00,21-06-2023 00:52,2,364,12,19,M,5,Other Crime,5,Yes,23-08-2023 15:00,2023,Bangalore,ILLEGAL POSSESSION,14008262,25.6
30396,30398,22-06-2023 21:00,06-20-2023 13:00,21-06-2023 05:28,8,571,20,14,F,2,Violent Crime,12,Yes,17-08-2023 21:00,2023,Hyderabad,VEHICLE - STOLEN,11068877,26.0
30397,30399,20-06-2023 17:00,06-20-2023 14:00,20-06-2023 19:55,7,575,15,59,M,6,Violent Crime,19,No,,2023,Ghaziabad,ROBBERY,1055190,66.7
30398,30400,21-06-2023 01:00,06-20-2023 15:00,21-06-2023 13:19,8,218,6,78,M,2,Other Crime,14,Yes,06-08-2023 01:00,2023,Hyderabad,DRUG OFFENSE,11068877,26.0
30399,30401,22-06-2023 10:00,06-20-2023 16:00,20-06-2023 19:37,17,365,12,48,F,1,Other Crime,6,Yes,04-08-2023 10:00,2023,Mumbai,ILLEGAL POSSESSION,21673149,20.4
30400,30402,23-06-2023 01:00,06-20-2023 17:00,21-06-2023 01:58,0,363,11,62,M,6,Violent Crime,14,Yes,19-09-2023 01:00,2023,Agra,IDENTITY THEFT,2422342,31.5
30401,30403,20-06-2023 19:00,06-20-2023 18:00,20-06-2023 18:58,2,449,9,61,F,0,Other Crime,14,Yes,16-07-2023 19:00,2023,Bangalore,FRAUD,14008262,25.6
30402,30404,21-06-2023 16:00,06-20-2023 19:00,21-06-2023 12:46,18,497,0,43,F,4,Fire Accident,3,Yes,14-09-2023 16:00,2023,Nagpur,ARSON,3106340,33.9
30403,30405,22-06-2023 19:00,06-20-2023 20:00,21-06-2023 07:02,17,207,4,51,M,3,Other Crime,2,No,,2023,Mumbai,CYBERCRIME,21673149,20.4
30404,30406,23-06-2023 19:00,06-20-2023 21:00,21-06-2023 11:37,17,453,12,40,F,3,Other Crime,12,No,,2023,Mumbai,ILLEGAL POSSESSION,21673149,20.4
30405,30407,22-06-2023 06:00,06-20-2023 22:00,21-06-2023 04:44,4,417,10,70,F,6,Other Crime,3,No,,2023,Chennai,HOMICIDE,12053697,20.7
30406,30408,23-06-2023 16:00,06-20-2023 23:00,21-06-2023 19:19,25,498,20,58,F,5,Violent Crime,17,Yes,21-08-2023 16:00,2023,Thane,VEHICLE - STOLEN,1261517,56.0
30407,30409,21-06-2023 17:00,06-21-2023 00:00,21-06-2023 21:16,16,137,5,54,F,1,Violent Crime,14,Yes,21-08-2023 17:00,2023,Meerut,DOMESTIC VIOLENCE,1835403,21.5
30408,30410,23-06-2023 13:00,06-21-2023 01:00,21-06-2023 01:24,14,364,9,28,M,2,Other Crime,9,No,,2023,Lucknow,FRAUD,4038214,36.1
30409,30411,22-06-2023 23:00,06-21-2023 02:00,21-06-2023 04:45,2,416,0,63,F,0,Fire Accident,16,No,,2023,Bangalore,ARSON,14008262,25.6
30410,30412,23-06-2023 17:00,06-21-2023 03:00,21-06-2023 09:53,27,310,1,71,F,0,Violent Crime,17,No,,2023,Vasai,ASSAULT,1423890,25.4
30411,30413,22-06-2023 09:00,06-21-2023 04:00,21-06-2023 04:17,2,511,11,69,F,3,Violent Crime,1,Yes,03-07-2023 09:00,2023,Bangalore,IDENTITY THEFT,14008262,25.6
30412,30414,23-06-2023 08:00,06-21-2023 05:00,21-06-2023 17:26,2,553,0,66,F,1,Fire Accident,17,No,,2023,Bangalore,ARSON,14008262,25.6
30413,30415,21-06-2023 07:00,06-21-2023 06:00,22-06-2023 04:08,26,558,2,74,F,5,Other Crime,18,Yes,04-09-2023 07:00,2023,Varanasi,BURGLARY,1789047,19.8
30414,30416,23-06-2023 11:00,06-21-2023 07:00,22-06-2023 01:51,10,581,11,53,F,3,Violent Crime,19,No,,2023,Jaipur,IDENTITY THEFT,4308510,34.3
30415,30417,23-06-2023 07:00,06-21-2023 08:00,21-06-2023 10:38,4,581,6,46,M,3,Other Crime,1,No,,2023,Chennai,DRUG OFFENSE,12053697,20.7
30416,30418,23-06-2023 01:00,06-21-2023 09:00,21-06-2023 18:41,16,256,16,53,M,4,Violent Crime,10,No,,2023,Meerut,SEXUAL ASSAULT,1835403,21.5
30417,30419,23-06-2023 21:00,06-21-2023 10:00,22-06-2023 01:39,4,137,13,47,M,5,Other Crime,5,No,,2023,Chennai,KIDNAPPING,12053697,20.7
30418,30420,23-06-2023 13:00,06-21-2023 11:00,22-06-2023 00:39,17,483,5,57,M,5,Violent Crime,15,Yes,08-08-2023 13:00,2023,Mumbai,DOMESTIC VIOLENCE,21673149,20.4
30419,30421,23-06-2023 19:00,06-21-2023 12:00,22-06-2023 07:51,8,575,20,63,M,2,Violent Crime,18,Yes,18-07-2023 19:00,2023,Hyderabad,VEHICLE - STOLEN,11068877,26.0
30420,30422,22-06-2023 03:00,06-21-2023 13:00,21-06-2023 13:38,8,293,18,56,M,2,Traffic Fatality,19,No,,2023,Hyderabad,TRAFFIC VIOLATION,11068877,26.0
30421,30423,24-06-2023 11:00,06-21-2023 14:00,22-06-2023 03:44,27,313,3,50,F,4,Other Crime,16,Yes,22-08-2023 11:00,2023,Vasai,COUNTERFEITING,1423890,25.4
30422,30424,22-06-2023 11:00,06-21-2023 15:00,22-06-2023 02:45,17,187,15,75,F,5,Violent Crime,1,No,,2023,Mumbai,ROBBERY,21673149,20.4
30423,30425,23-06-2023 04:00,06-21-2023 16:00,21-06-2023 20:57,22,290,5,38,F,1,Violent Crime,9,No,,2023,Rajkot,DOMESTIC VIOLENCE,2096981,15.3
30424,30426,24-06-2023 11:00,06-21-2023 17:00,22-06-2023 06:00,2,571,9,15,M,6,Other Crime,9,Yes,04-08-2023 11:00,2023,Bangalore,FRAUD,14008262,25.6
30425,30427,23-06-2023 15:00,06-21-2023 18:00,22-06-2023 17:23,5,219,4,61,F,0,Other Crime,12,Yes,08-07-2023 15:00,2023,Delhi,CYBERCRIME,33807403,16.0
30426,30428,22-06-2023 11:00,06-21-2023 19:00,22-06-2023 00:50,2,248,18,60,F,0,Traffic Fatality,4,Yes,14-07-2023 11:00,2023,Bangalore,TRAFFIC VIOLATION,14008262,25.6
30427,30429,23-06-2023 16:00,06-21-2023 20:00,22-06-2023 05:34,11,384,0,57,F,3,Fire Accident,8,Yes,28-07-2023 16:00,2023,Kalyan,ARSON,1770000,20.1
30428,30430,22-06-2023 13:00,06-21-2023 21:00,22-06-2023 04:55,8,272,2,36,M,6,Other Crime,10,Yes,08-09-2023 13:00,2023,Hyderabad,BURGLARY,11068877,26.0
30429,30431,23-06-2023 10:00,06-21-2023 22:00,22-06-2023 04:28,5,245,20,47,M,2,Violent Crime,4,Yes,05-07-2023 10:00,2023,Delhi,VEHICLE - STOLEN,33807403,16.0
30430,30432,23-06-2023 05:00,06-21-2023 23:00,22-06-2023 17:46,23,183,7,52,M,4,Other Crime,11,No,,2023,Srinagar,EXTORTION,1737502,21.4
30431,30433,22-06-2023 10:00,06-22-2023 00:00,22-06-2023 03:59,17,215,5,63,F,1,Violent Crime,13,Yes,10-08-2023 10:00,2023,Mumbai,DOMESTIC VIOLENCE,21673149,20.4
30432,30434,22-06-2023 07:00,06-22-2023 01:00,22-06-2023 10:41,12,583,12,13,M,4,Other Crime,14,Yes,21-08-2023 07:00,2023,Kanpur,ILLEGAL POSSESSION,3289142,33.8
30433,30435,23-06-2023 02:00,06-22-2023 02:00,22-06-2023 02:42,24,357,14,40,F,4,Other Crime,3,Yes,09-07-2023 02:00,2023,Surat,PUBLIC INTOXICATION,8330528,13.3
30434,30436,22-06-2023 14:00,06-22-2023 03:00,22-06-2023 16:06,28,333,10,12,M,5,Other Crime,11,Yes,26-12-2024 14:00,2023,Visakhapatnam,HOMICIDE,2385110,30.5
30435,30437,23-06-2023 14:00,06-22-2023 04:00,22-06-2023 18:36,2,440,2,60,F,1,Other Crime,17,Yes,12-08-2023 14:00,2023,Bangalore,BURGLARY,14008262,25.6
